llm_model_name,corrector,rag,llm_model
magicoder,0.15718483924865723,0.9298510551452637,9.575940370559692
magicoder,0.1199030876159668,0.36049461364746094,9.225742816925049
magicoder,0.19766831398010254,0.37789034843444824,8.85258674621582
magicoder,0.10255026817321777,0.381941556930542,9.530770301818848
magicoder,0.10354423522949219,0.3773691654205322,10.65413212776184
magicoder,0.08683419227600098,0.39408206939697266,8.116746187210083
magicoder,0.12983417510986328,0.37659788131713867,11.784579038619995
magicoder,0.1151273250579834,0.9234328269958496,15.5102858543396
magicoder,0.0936582088470459,0.6710367202758789,13.076081037521362
magicoder,0.18453550338745117,0.6825392246246338,14.030255556106567
magicoder,0.10032176971435547,0.7257957458496094,17.845045804977417
