Base Image,Generated Image,Similarity Raw,Similarity (%)
MOP02J-20131129-L2V19.9.3.he5.py.png,MOP02J-20131129-L2V19.9.3.png,0.6459,64.59
OMI-Aura_L3-OMTO3e_2017m0105_v003-2017m0203t091906.he5222.py.png,OMI-Aura_L3-OMTO3e_2017m0105_v003-2017m0203t091906.png,0.9734,97.34
TES-Aura_L2-O3-Nadir_r0000002433_F08_12.he5.py.png,TES-Aura_L2-O3-Nadir_r0000002433_F08_12.png,0.9477,94.77
1C.F19.SSMIS.XCAL2021-V.20160105-S214106-E232259.009078.V07A.HDF5.py.png,1C.F19.SSMIS.XCAL2021-V.20160105-S214106-E232259.009078.V07A.png,0.9509,95.09
SMAP_L3_SM_P_20200916_R19240_001.h5.py.png,SMAP_L3_SM_P_20200916_R19240_001.png,0.911,91.1
GLAH10_633_2131_001_1317_0_01_0001.H5.py.png,GLAH10_633_2131_001_1317_0_01_0001.png,0.8999,89.99
2A.GPM.DPR.V9-20211125.20170704-S001905-E015140.019017.V07A.HDF5.py.png,2A.GPM.DPR.V9-20211125.20170704-S001905-E015140.019017.V07A.png,0.8324,83.24
ATL03_20181027235521_04480111_006_02.h5.py.png,ATL03_20181027235521_04480111_006_02.png,0.9603,96.03
oco2_L2StdND_03949a_150330_B8100r_170916014809.h5.py.png,oco2_L2StdND_03949a_150330_B8100r_170916014809.png,0.9158,91.58
MLS-Aura_L2GP-BrO_v04-23-c03_2016d302.he5.py.png,MLS-Aura_L2GP-BrO_v04-23-c03_2016d302.png,0.9446,94.46
ATL22_20210712003905_02811201_003_01.h5.py.png,ATL22_20210712003905_02811201_003_01.png,0.9303,93.03
1A.GPM.GMI.COUNT2021.20160105-S230545-E003816.010538.V07A.HDF5.py.png,1A.GPM.GMI.COUNT2021.20160105-S230545-E003816.010538.V07A.png,0.8068,80.68
DeepBlue-SeaWiFS_L2_20101210T135954Z_v004-20130525T172725Z.h5.py.png,DeepBlue-SeaWiFS_L2_20101210T135954Z_v004-20130525T172725Z.png,0.7737,77.37
ATL13_20190330212241_00250301_006_01.h5.py.png,ATL13_20190330212241_00250301_006_01.png,0.8995,89.95
MOP03TM-201802-L3V95.9.1.he5.py.png,MOP03TM-201802-L3V95.9.1.png,0.8178,81.78
SMAP_L1A_RADIOMETER_30031_A_20200914T223611_R17000_001.h5.py.png,SMAP_L1A_RADIOMETER_30031_A_20200914T223611_R17000_001.png,0.811,81.1
SMAP_L2_SM_P_30058_D_20200916T194350_R19240_001.h5.py.png,SMAP_L2_SM_P_30058_D_20200916T194350_R19240_001.png,0.9477,94.77
SMAP_L4_SM_gph_20200915T193000_Vv7032_001.h5.py.png,SMAP_L4_SM_gph_20200915T193000_Vv7032_001.png,0.8156,81.56
