llm_model_name,corrector,rag,llm_model
deepseek_r1_32b,1.1337707042694092,0.928718090057373,75.50350451469421
deepseek_r1_32b,0.08833599090576172,0.382549524307251,54.08697199821472
deepseek_r1_32b,0.8703606128692627,0.3668806552886963,65.00740766525269
deepseek_r1_32b,4.292268991470337,0.38944411277770996,60.82983732223511
deepseek_r1_32b,4.421046733856201,0.39460301399230957,76.25111079216003
deepseek_r1_32b,3.4146170616149902,0.39311790466308594,60.960448026657104
deepseek_r1_32b,1.1011700630187988,0.38413166999816895,63.69298315048218
deepseek_r1_32b,1.9798789024353027,0.6479465961456299,59.367430210113525
deepseek_r1_32b,1.7326149940490723,0.3965315818786621,63.633381605148315
deepseek_r1_32b,2.5107879638671875,0.41037583351135254,68.86732339859009
deepseek_r1_32b,0.045200347900390625,0.3910796642303467,56.205466508865356
deepseek_r1_32b,0.4844348430633545,0.3786637783050537,50.981109857559204
deepseek_r1_32b,4.236029624938965,0.38912343978881836,49.32025861740112
deepseek_r1_32b,1.9848811626434326,0.40149974822998047,54.58326268196106
deepseek_r1_32b,1.3641705513000488,0.3950650691986084,63.03887391090393
deepseek_r1_32b,0.4828643798828125,0.402376651763916,58.92299246788025
deepseek_r1_32b,0.817436695098877,0.39333605766296387,154.09730100631714
deepseek_r1_32b,0.1592257022857666,0.378129243850708,62.94867253303528
deepseek_r1_32b,0.13882160186767578,0.39027857780456543,55.47267174720764
deepseek_r1_32b,1.412614345550537,0.3828921318054199,60.11213159561157
deepseek_r1_32b,0.5646438598632812,0.3894984722137451,57.01720476150513
deepseek_r1_32b,0.7903027534484863,0.39827394485473633,56.26732397079468
deepseek_r1_32b,8.494531154632568,0.39657092094421387,55.82059717178345
deepseek_r1_32b,0.3926963806152344,0.39040589332580566,52.31093621253967
deepseek_r1_32b,4.453821420669556,0.3826565742492676,64.42431783676147
deepseek_r1_32b,0.6266775131225586,0.37700414657592773,59.06035327911377
deepseek_r1_32b,1.206099271774292,0.39012694358825684,71.64689946174622
deepseek_r1_32b,1.4284842014312744,0.3907332420349121,56.15192174911499
deepseek_r1_32b,0.5202455520629883,0.39080071449279785,60.03293490409851
deepseek_r1_32b,10.813801765441895,0.3895275592803955,57.562153816223145
deepseek_r1_32b,2.290607213973999,0.3856832981109619,55.815428733825684
deepseek_r1_32b,3.654090642929077,0.395291805267334,65.42688512802124
deepseek_r1_32b,9.041404008865356,0.3838071823120117,58.428752183914185
deepseek_r1_32b,16.429813146591187,0.37610316276550293,58.18398189544678
deepseek_r1_32b,9.526216268539429,0.4086294174194336,50.63505220413208
deepseek_r1_32b,14.61003828048706,0.38599276542663574,61.520654916763306
deepseek_r1_32b,4.4229161739349365,0.4013547897338867,55.12172508239746
deepseek_r1_32b,4.774744987487793,0.40433335304260254,48.03662109375
deepseek_r1_32b,40.300116300582886,0.38762974739074707,53.483996629714966
deepseek_r1_32b,8.405888080596924,0.41053247451782227,49.02117300033569
deepseek_r1_32b,6.677342176437378,0.39595603942871094,54.44349956512451
deepseek_r1_32b,13.09035873413086,0.3797152042388916,57.5685088634491
deepseek_r1_32b,22.481140613555908,0.3951542377471924,56.278096199035645
deepseek_r1_32b,13.965813636779785,0.39624619483947754,67.08664512634277
deepseek_r1_32b,21.517805099487305,0.40251660346984863,50.37446713447571
deepseek_r1_32b,15.616031169891357,0.4047207832336426,50.96122670173645
deepseek_r1_32b,12.370879411697388,0.38492536544799805,52.39367747306824
deepseek_r1_32b,5.172803640365601,0.4033243656158447,63.64874982833862
deepseek_r1_32b,4.683107137680054,0.3875768184661865,51.08233451843262
deepseek_r1_32b,0.5430595874786377,0.38091397285461426,66.42659997940063
deepseek_r1_32b,1.7188959121704102,0.3944575786590576,64.2155065536499
deepseek_r1_32b,0.8026206493377686,0.38600635528564453,57.52901482582092
deepseek_r1_32b,0.15398144721984863,0.39198732376098633,63.857892751693726
deepseek_r1_32b,1.6459660530090332,0.3631739616394043,52.50208401679993
deepseek_r1_32b,0.7264139652252197,0.3751964569091797,53.7203209400177
deepseek_r1_32b,1.3117496967315674,0.3625757694244385,53.788896799087524
deepseek_r1_32b,1.1093287467956543,0.3571333885192871,66.87089514732361
deepseek_r1_32b,0.21692204475402832,0.37431859970092773,53.26269316673279
deepseek_r1_32b,0.07869529724121094,0.35826873779296875,62.07400703430176
deepseek_r1_32b,1.0359783172607422,0.3702268600463867,66.8698046207428
deepseek_r1_32b,0.12385034561157227,0.3679943084716797,61.242995500564575
