llm_model_name,corrector,rag,llm_model
devstral_24b,0.02438497543334961,1.0370173454284668,15.54319715499878
devstral_24b,0.037789106369018555,0.3700523376464844,23.963326692581177
devstral_24b,0.01945781707763672,0.38553595542907715,28.534520149230957
devstral_24b,0.044979095458984375,0.41103100776672363,20.787903547286987
devstral_24b,0.024383544921875,0.4107019901275635,25.327402353286743
devstral_24b,0.029503822326660156,0.41939663887023926,16.65406370162964
devstral_24b,0.042926788330078125,0.38756847381591797,34.530253171920776
devstral_24b,0.06004643440246582,0.653616189956665,35.471521615982056
devstral_24b,0.06119370460510254,0.38135695457458496,34.099732637405396
devstral_24b,0.02132701873779297,0.3901712894439697,18.598378658294678
devstral_24b,0.03465890884399414,0.3831441402435303,35.349082469940186
devstral_24b,0.023931264877319336,0.408799409866333,24.24169898033142
